"cnpj","nome_coop","auditorIndependente","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Receitas_Operacionais","Depositos_totais","Caixa","Disponibilidades","Sobras","PECLD","Capital_social","Compensacao","Carteira_credito","Classificacao_carteira_credito","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj","Passivo_Total"
4490531,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","GO",NA,"S5",6,34569786123,2121733928,-760049505,959831836,4059774295,"769698,09",89593257,114149109,-161202495,1621884500,17863631251,14999406944,14999406944,"Centro-Oeste","ORIZONA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",0,"2001-06-07",21,4152,3576,576,34569786123
8624548,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.cresol.com.br","S5",20,71278571282,3993010593,-1935992128,2127758328,16318796996,"4042343,90",462305513,200916178,-700975257,3419458388,34146701204,25686916399,25686916399,"Sudeste","MURIAE","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2007-01-12",15,18817,16492,2325,71278571282
10520232,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RO",NA,"S5",14,46738224256,2781354872,-1255531120,1485315830,5850425936,"2519041,99",311784385,288389567,-428310876,2308119800,25154423445,18603878770,18603878770,"Norte","JI-PARANA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2008-12-08",14,8926,7775,1151,46738224256
6139650,"COOPERATIVA DE CRéDITO COM INTERAçãO SOLIDáRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS",NA,"S5",19,60202653320,2262981934,-1923255963,1945330098,9846341188,"2249341,92",237702440,-367892711,-581630719,2469264500,32657444304,22480419206,22480419206,"Sul","BENTO GONCALVES","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",0,"2004-02-27",18,15770,13769,2001,60202653320
6126780,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS- CRESOL VALE DAS ARAUCÁRIAS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",11,53306643617,2621982506,-1454391415,1613084342,6388363808,"1538386,75",177887316,-450723235,-481283817,2967594400,29074500107,20477610644,20477610644,"Sul","GUARAPUAVA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2004-02-04",18,9302,7842,1460,53306643617
7512780,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC",NA,"S5",37,140983554626,8372451687,-3218436633,3931590642,36779701847,"11346123,50",1191929456,330761193,-1105552340,7296304400,69693351620,48006762406,48006762406,"Sul","AGUAS MORNAS","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2005-07-21",17,27919,23941,3978,140983554626
5277312,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",14,65230401655,3798602543,-1745987001,1954942746,9904542512,"1719621,95",210892601,-1875839,-623863521,3458533160,33980992317,25173568063,25173568063,"Sul","UNIAO DA VITORIA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2002-09-02",20,17136,14578,2558,65230401655
7268499,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR",NA,"S5",18,104641965799,4990782678,-2170159036,2472309390,17311769889,"1685929,54",206910482,309368570,-898703412,4071234600,52130061558,42721697374,42721697374,"Sul","TOLEDO","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2005-03-10",17,12052,10393,1659,104641965799
2934201,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",10,89800248085,6451132152,-1826736562,2054050888,15844506007,"1738562,96",173856296,278112346,-1122556535,5085759000,42911206577,35543197760,35543197760,"Sul","CHOPINZINHO","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"1998-11-13",24,9712,8476,1236,89800248085
7925729,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR",NA,"S5",10,37205550843,2313321483,-937357233,1078254144,7667953507,"797992,60",493686340,155903906,-323648102,1532320300,18842080265,14007573612,14007573612,"Sul","GRANDES RIOS","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2006-03-29",16,8096,6832,1264,37205550843
3965737,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC",NA,"S5",13,73347996533,3070796873,-1623251039,1814516113,11931721627,"1290685,27",130244427,145042325,-532912793,2821244400,36723482080,30031975756,30031975756,"Sul","XAXIM","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2000-08-01",22,8208,7122,1086,73347996533
2448310,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO","PWC AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR",NA,"S5",11,62462272117,2729581804,-1403552824,1522930091,10246522494,"1275163,81",127658898,141376396,-405135961,2476185500,31822139767,25328310452,25328310452,"Sul","CASCAVEL","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"1998-03-03",24,8133,6511,1622,62462272117
4350225,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO  CRESOL TRADIÇÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",12,100236815867,6735954909,-1695630596,2299562318,20130745126,"1521525,77",152703312,284330311,-759762949,5123391700,49167854097,38543978763,38543978763,"Sul","FRANCISCO BELTRAO","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2001-02-15",21,11776,9364,2412,100236815867
8560508,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",7,45407206928,2617334712,-1092670653,1271532214,6070237539,"835379,63",112441936,145676126,-553481149,2041723800,22768055324,18648640757,18648640757,"Sul","SAO JOAO DO TRIUNFO","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2006-10-27",16,6385,5522,863,45407206928
2446089,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",12,75832340353,5095732106,-2229289957,1985085041,13395311152,"1871888,07",187188807,414311904,-1584461726,3615526900,38200247244,30712383245,30712383245,"Sul","CORONEL VIVIDA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"1998-02-18",24,9515,7968,1547,75832340353
5231945,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES  CRESOL UNIÃO DOS VALES","PWC AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",12,61608231029,3594622355,-1491094170,1945115475,10081411145,"690884,45",81074599,88580175,-668790814,2944912800,33138331123,25420734075,25420734075,"Sul","IVAIPORA","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2002-08-09",20,12125,10505,1620,61608231029
4663561,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS","PWC AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",9,51593030527,3522445095,-1142578061,1342466419,7123404252,"600455,69",60045569,133353825,-456054850,3109560600,27053833563,20451289474,20451289474,"Sul","LARANJEIRAS DO SUL","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,"2001-09-03",21,6941,6303,638,51593030527
53935029,"COOPERATIVA DE CRÉDITO COOCRELIVRE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP","www.coocrelivre.com.br","S4",11,194326637964,14685464600,-2325432628,2416340294,13681751064,"2090270,96",209050186,483856100,-1849565890,2696820878,154876120152,19494445982,19494445982,"Sudeste","ORLANDIA","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",1,"1984-10-28",38,8740,6932,1808,194326637964
19449602,"COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MG","www.sicoobcredcooper.com.br","S5",27,153287688990,5603803718,-3044063862,3798598815,25916789589,"2760932,89",276093289,801921599,-2312622918,3150215677,108352797643,24304575606,24304575606,"Sudeste","CARATINGA","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1984-01-27",38,21842,18448,3394,153287688990
67096909,"COOPERATIVA DE CRÉDITO CREDICOCAPEC","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.credicocapec.com.br","S4",7,551647867702,10929927674,-3157990604,4151259094,26666528749,"1441375,92",144144654,838430975,-2752728509,2139308456,496166495804,31784078426,31784078426,"Sudeste","FRANCA","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",0,"1991-10-25",31,7597,6000,1597,551647867702
38588174,"COOPERATIVA DE CRéDITO CREDICOPE LTDA. - SICOOB CREDICOPE","COOPERAUDI AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG",NA,"S5",34,103757489900,4275623153,-1864144959,2376729930,27161621183,"3160665,77",316066577,258440367,-725986192,2402898767,68103903714,20082897285,20082897285,"Sudeste","CONSELHEIRO PENA","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1990-06-04",32,21734,18852,2882,103757489900
41931445,"COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MG","www.sicoobcredifor.com.br","S5",18,135404290328,3623118357,-2036162032,2935028411,27302573751,"3087504,73",308750473,211481008,-965508365,1023514696,99405305263,20829444377,20829444377,"Sudeste","FORMIGA","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1992-05-26",30,18409,14927,3482,135404290328
1152097,"COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MG","www.sicoobcredimata.com.br","S5",33,101490434710,3967856171,-2231767182,2494157182,23392244378,"4745114,67",474511467,252860485,-869764366,2186933559,70823734034,15815766197,15815766197,"Sudeste","VOLTA GRANDE","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1996-04-09",26,22521,17429,5092,101490434710
2197569,"COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","SP","http://www.sicoobcredsaopaulo.coop.br/","S5",13,97656563137,3737120851,-2003058447,2174772626,28455427268,"2053289,52",206343148,-261767942,-827601020,3821989214,64980524241,15368684084,15368684084,"Sudeste","SAO JOSE DOS CAMPOS","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"1997-10-21",25,12189,9242,2947,97656563137
9512539,"COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.credifoz.coop.br","S5",17,84640528214,7284537200,-3386694905,3527922969,28263739597,"4265121,40",426662145,371531396,-1436362234,5947190364,46622156397,24098774802,24098774802,"Sul","ITAJAI","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2008-03-26",14,69084,59004,10080,84640528214
2405189,"COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","credifiesc.coop.br","S5",9,33766461476,2696271457,-1014501655,1151076365,15044889818,"370807,21",37226055,21353113,-352486218,2442560664,15573012027,8106893595,8106893595,"Sul","FLORIANOPOLIS","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"1998-01-21",24,17221,13747,3474,33766461476
3612764,"COOPERATIVA DE CRÉDITO DA REGIÃO DE FRONTEIRAS DE RO/MT LTDA. - SICOOB FRONTEIRAS","MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES",0,"Autorizada em Atividade","RO",NA,"S5",9,89820721652,4270931644,-1745520640,2110995708,14584634565,"4926204,71",539978453,208456937,-1096893688,2954732950,66422733668,15517491895,15517491895,"Norte","CACOAL","Singular","Livre Admissão","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"2000-01-27",22,8776,6808,1968,89820721652
10218474,"COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.scrcred.coop.br","S5",21,65941708393,4275613408,-2629867698,2725847015,23364595429,"3256968,59",325728913,50129295,-1270310695,3950974565,34455914457,19673798992,19673798992,"Sul","SAO BENTO DO SUL","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2008-07-28",14,58660,51593,7067,65941708393
10311218,"COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PR","www.rodocredito.coop.br","S5",12,63612327039,3226398454,-1610944608,1846860340,17036853994,"2392311,76",239487504,306679962,-720236578,2406154183,35434431503,20570196657,20570196657,"Sul","FRANCISCO BELTRAO","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2008-09-02",14,32736,26980,5756,63612327039
9590601,"COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.credicomin.coop.br","S5",7,25251534436,1840146190,-709553236,837999173,10099899435,"1111970,44",111268910,147406296,-201454876,1530772682,12634251069,7256958573,7256958573,"Sul","LAGES","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2008-03-18",14,18508,15353,3155,25251534436
57987273,"COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.cocreuni.com.br","S5",0,176575941,94143397,-6686169,5232619,NA,"244,18",4019015,8137390,-1449522,77636383,58931469,52099737,52099737,"Sudeste","RIBEIRAO PRETO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1987-09-25",35,116,114,2,176575941
10209619,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","GO","www.sicoobcrediadag.com.br","S5",5,148219870408,10292549338,-3618850003,4151229428,22862775194,"1562925,98",169126173,328385454,-2546499439,9779672472,113899089380,23864672227,23864672227,"Centro-Oeste","GOIANIA","Singular","Livre Admissão","Clássica","CCC DE GOIAS LTDA",1,"2008-07-25",14,NA,NA,NA,148219870408
71261184,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MG",NA,"S5",4,27410088528,976710631,-538965412,661685027,6982039226,"295463,59",29546359,125768438,-275457372,735096444,18862905844,4765803651,4765803651,"Sudeste","CARATINGA","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1994-03-07",28,2111,1472,639,27410088528
10143743,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC",NA,"S5",5,24667298306,2444688478,-834255848,881947384,7900168858,"564195,79",56556904,183804716,-418755574,1978736658,12894770259,7435383591,7435383591,"Sul","GUARAMIRIM","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2008-06-20",14,15276,13586,1690,24667298306
66262643,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU","CONFEDERACAO NACIONAL DE AUDITORIA COOPERATIVA - CNAC",0,"Autorizada em Atividade","MG","www.sicoobcredipeu.com.br","S5",6,96368164791,4128744198,-1212409610,1749206620,16758554702,"382069,36",38206936,381929319,-868566791,2156044563,67311369511,13690024849,13690024849,"Sudeste","POMPEU","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1991-06-27",31,10084,8762,1322,96368164791
6910457,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.credicucar.com.br","S5",3,35434427346,1604710548,-972821217,1014494582,12913036875,"1914852,26",191485226,154284676,-438468311,1009783823,20334741856,4659536446,4659536446,"Sudeste","SANTA CRUZ DAS PALMEIRAS","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"2004-07-27",18,9170,7352,1818,35434427346
1727929,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG","www.unicredmg.com.br","S5",15,334651027005,7361063420,-3204316502,3950393128,67077625325,"2441159,80",244115980,988066782,-2573302867,3428473431,256717790922,55413109256,55413109256,"Sudeste","PATOS DE MINAS","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1997-03-13",25,7766,4992,2774,334651027005
16779741,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.viacredialtovale.coop.br/","S5",25,155026744570,11358209471,-4953181995,5401561771,59873751529,"5145022,53",515125584,1281726701,-2903765745,8181079021,77611476927,46751764070,46751764070,"Sul","IBIRAMA","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"2012-08-24",10,96224,86576,9648,155026744570
3326437,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MT",NA,"S5",15,297334876635,5346395881,-3903497808,4460378262,34966052442,"5668105,29",566810529,-168015079,-2026568078,5276473068,244537223618,39533007134,39533007134,"Centro-Oeste","CUIABA","Singular","Critérios de Associação Mistos – Outros","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"1999-08-06",23,22676,16917,5759,297334876635
10319386,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MS",NA,"S5",3,36038513074,1757463187,-943847508,1098056138,7410649809,"1099440,83",109944083,140463331,-435203823,1139097558,26073341808,6108916667,6108916667,"Centro-Oeste","DOURADOS","Singular","Livre Admissão","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"2008-09-05",14,6221,4047,2174,36038513074
5247312,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CERRADO MATO-GROSSENSE - SICOOB CERRADO MT","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MT",NA,"S5",6,78648338853,2711689554,-1737424537,1828274978,13004786887,"3418125,56",341812556,-117387036,-754970987,2525237613,60758281399,10297893668,10297893668,"Centro-Oeste","RONDONOPOLIS","Singular","Livre Admissão","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"2002-07-31",20,13159,8852,4307,78648338853
10262276,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA","HELIO MAZZI JUNIOR",0,"Autorizada em Atividade","SP","www.sicoobpaulista.com.br","S5",20,182840288987,5440583206,-3427602516,3947576811,32780216450,"4555012,75",457346185,470323826,-1513236042,3738673908,140835847986,30426531980,30426531980,"Sudeste","PRESIDENTE PRUDENTE","Singular","Livre Admissão","Clássica","CCCM SICOOB UNIMAIS",0,"2008-07-17",14,20490,12344,8146,182840288987
5241619,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MT","http://www.sicoob.com.br/sicoobmtms","S5",6,209247984553,6053364858,-2831995967,3151984434,25328460578,"2798255,91",279825591,217283217,-1430705514,5598511501,161277095690,40284440847,40284440847,"Centro-Oeste","PRIMAVERA DO LESTE","Singular","Livre Admissão","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"2002-08-16",20,16049,12322,3727,209247984553
3427097,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","www.acentra.coop.br","S5",8,33523139837,1984956015,-1265343331,1291844676,9775068199,"1508674,98",151035487,92482535,-464902420,1728090942,19771734132,10285748175,10285748175,"Sul","CRICIUMA","Singular","Livre Admissão","Clássica","COOPCENTRAL AILOS",1,"1999-09-27",23,26774,22832,3942,33523139837
1637949,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA","APPROACH AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP","www.credivale.org.br","S5",12,180835485415,7197593766,-2161677253,3170011246,28119396483,"3131683,54",314480700,550359498,-1186623723,2512107433,137903573715,18249886875,18249886875,"Sudeste","PRESIDENTE PRUDENTE","Singular","Livre Admissão","Clássica","CCC DO ESTADO DE SÃO PAULO",0,"1997-01-07",25,11752,7444,4308,180835485415
